IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.189.92,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.201.245,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.232.148,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.209.14,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.180.24,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.235.164,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.104.37,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.170.225,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.164.209,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.97.248,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.6.150,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.100.168,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.93.5,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.142.191,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.86.185,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.110.81,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.74.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.110.81,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.210.57,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.242.252.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.86.185,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.181.117,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.34.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.95.146,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.170.232,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.48.107,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.48.107,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.147.58,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.78.1,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.85.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.181.117,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.145.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.57.14.118,80,80,false,SJC,North America,San Jose,37,0.00
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.145.40,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.159.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.237.11.182,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.232.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.229.190,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.229.190,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.95.156,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
